ProductID	FOB	Duty	Freight	Other	Standard Unit Cost
H&K/SEV-18059	18.18	3.09	0.92	3.5700000000000003	25.76
H&K/SEV-23461	5.59	0.89	0.2	0.5100000000000007	7.19
H&K/SEV-46088	9.16	1.58	0.74	1.2799999999999994	12.76
H&K/SHA-50608	2.97	0.46	0.22	0.11999999999999966	3.77
H&K/SHO-73809	1.84	0.35	0.05	0.30000000000000027	2.54
H&K/SHO-89388	17.08	2.71	0.74	2.0500000000000007	22.58
H&K/SIM-46331	9.52	1.61	0.86	0.32000000000000206	12.31
H&K/SIM-46454	6.19	1.0	0.45	0.6699999999999982	8.309999999999999
H&K/SIM-67829	15.75	2.87	1.25	1.9399999999999977	21.81
H&K/SIM-73513	12.34	2.36	0.83	1.5299999999999994	17.06
H&K/SLE-90312	9.21	1.78	0.23	1.5599999999999987	12.78
H&K/SOU-61192	11.26	1.85	0.32	1.0899999999999999	14.52
H&K/SOU-84547	10.79	2.0	0.89	1.2300000000000004	14.91
H&K/SPA-47593	3.37	0.53	0.19	0.1499999999999977	4.239999999999998
H&K/SPA-54001	2.95	0.5	0.13	0.3999999999999999	3.98
H&K/SPE-29788	8.65	1.46	0.67	1.1000000000000014	11.88
H&K/SPO-74299	14.14	2.36	0.78	1.5299999999999976	18.81
H&K/STA-21597	9.37	1.45	0.39	0.5100000000000016	11.72
H&K/STU-57761	13.13	2.06	0.57	0.6899999999999977	16.45
H&K/SUP-50214	4.99	0.82	0.07	0.3899999999999988	6.27
H&K/TER-27170	16.38	3.1	0.64	2.4399999999999977	22.56
H&K/TOT-10336	5.66	1.03	0.48	0.4299999999999997	7.6
H&K/TOT-68983	15.75	2.49	0.51	1.1699999999999982	19.92
H&K/TRO-37084	4.37	0.78	0.43	0.6100000000000003	6.19
H&K/TWO-35751	15.12	2.46	0.79	0.7100000000000009	19.08
H&K/UFI-42598	8.79	1.44	0.43	0.4800000000000022	11.14
H&K/UMB-04668	22.38	3.58	1.15	1.5500000000000007	28.66
H&K/UMB-25657	3.79	0.68	0.12	0.3100000000000005	4.9
H&K/UMB-76123	7.33	1.3	0.42	1.0699999999999985	10.12
H&K/VOR-37019	3.54	0.62	0.25	0.09999999999999964	4.51
H&K/VOR-50881	13.39	2.14	0.88	0.36999999999999744	16.779999999999998
H&K/WAL-83087	2.4	0.47	0.21	0.27	3.35
H&K/WEI-40559	2.64	0.48	0.06	0.2799999999999998	3.46
H&K/WHI-04297	8.99	1.4	0.12	0.8999999999999986	11.409999999999998
H&K/WHI-28696	10.28	1.85	0.24	2.17	14.54
H&K/WHI-84338	3.31	0.53	0.17	0.18999999999999861	4.199999999999998
H&K/WIN-29757	2.34	0.42	0.12	0.3400000000000003	3.22
H&K/WIN-40085	13.01	2.49	0.39	2.3999999999999986	18.29
H&K/WIN-64657	9.17	1.59	0.48	0.39000000000000057	11.63
H&K/ZEN-56265	2.94	0.5	0.14	0.3799999999999999	3.96
H&PC/(2-69261	3.92	0.66	0.21	0.5999999999999996	5.39
H&PC/2 P-21431	6.14	1.08	0.14	0.4300000000000006	7.79
H&PC/20-62753	7.39	1.25	0.36	1.1099999999999994	10.11
H&PC/36C-56076	2.28	0.36	0.11	0.17000000000000037	2.92
H&PC/4 C-59250	10.45	1.83	0.77	0.6300000000000008	13.68
H&PC/4 P-12779	8.02	1.39	0.69	1.0300000000000011	11.13
H&PC/5-H-69498	4.85	0.9	0.25	0.4299999999999997	6.43
H&PC/50-28839	5.61	0.93	0.18	0.45999999999999996	7.18
H&PC/ACC-12200	7.64	1.33	0.23	0.7900000000000009	9.99
H&PC/ACC-33164	10.14	1.65	0.16	1.0099999999999998	12.96
H&PC/ACE-79007	2.95	0.52	0.18	0.34999999999999964	4.0
H&PC/ADV-88581	3.47	0.53	0.19	0.1999999999999993	4.39
H&PC/AIR-31840	17.22	3.28	0.48	2.84	23.82
H&PC/ALK-88306	3.04	0.54	0.27	0.23999999999999977	4.09
H&PC/ALL-35212	6.5	1.09	0.6	0.6899999999999977	8.879999999999997
H&PC/ALW-67496	4.76	0.79	0.44	0.4299999999999997	6.42
H&PC/ALW-79294	24.21	4.38	2.12	1.6099999999999994	32.32
H&PC/ALW-80019	2.96	0.52	0.06	0.2599999999999998	3.8
H&PC/AMA-29930	6.73	1.22	0.46	0.6600000000000001	9.07
H&PC/AMA-95229	28.89	5.09	2.66	2.75	39.39
H&PC/APE-35537	14.17	2.47	0.92	2.2499999999999964	19.81
H&PC/APP-38963	13.62	2.33	0.75	0.5500000000000007	17.25
H&PC/APP-41898	5.62	0.95	0.25	0.6699999999999999	7.49
H&PC/ARC-79832	2.23	0.4	0.09	0.30000000000000027	3.02
H&PC/ARM-02429	8.49	1.61	0.73	0.8900000000000006	11.72
H&PC/ARM-90833	3.38	0.58	0.18	0.3700000000000001	4.51
H&PC/AYU-37411	15.22	2.92	0.88	2.1799999999999997	21.2
H&PC/BAL-25682	18.53	3.23	0.31	1.1499999999999986	23.22
H&PC/BAO-97684	20.0	3.47	1.13	1.9200000000000017	26.52
H&PC/BAR-14647	6.77	1.05	0.28	0.4900000000000002	8.59
H&PC/BAR-29005	16.91	2.86	0.47	0.990000000000002	21.23
H&PC/BAR-46111	11.86	2.07	0.3	1.2300000000000004	15.46
H&PC/BAY-22067	5.35	0.98	0.37	0.8700000000000001	7.57
H&PC/BET-11209	3.28	0.57	0.29	0.020000000000000462	4.16
H&PC/BET-70647	1.54	0.27	0.06	0.17999999999999972	2.05
H&PC/BEV-98252	7.62	1.34	0.28	0.5499999999999989	9.79
H&PC/BIG-63365	6.56	1.08	0.09	0.8799999999999999	8.61
H&PC/BIL-05680	4.63	0.76	0.36	0.21999999999999975	5.97
H&PC/BIO-26256	2.62	0.42	0.11	0.27	3.42
H&PC/BIO-34800	4.37	0.69	0.07	0.41999999999999904	5.55
H&PC/BIO-71801	15.67	3.04	1.51	1.5799999999999983	21.8
H&PC/BIO-92214	3.91	0.69	0.34	0.08000000000000007	5.02
H&PC/BLA-59817	10.52	1.93	0.18	1.7799999999999994	14.409999999999998
H&PC/BOI-74735	9.0	1.49	0.43	1.3599999999999994	12.28
H&PC/BOI-82266	4.89	0.88	0.2	0.39000000000000057	6.36
H&PC/BOO-82129	10.07	1.73	0.4	1.5599999999999987	13.76
H&PC/BRA-41893	80.49	14.58	2.61	10.610000000000014	108.29
H&PC/BRA-91102	14.64	2.35	1.27	0.05999999999999872	18.32
H&PC/BUG-55044	5.35	0.89	0.14	0.6700000000000008	7.05
H&PC/BUL-32811	5.79	1.1	0.12	1.1899999999999986	8.2
H&PC/BUR-86260	12.24	2.04	0.56	0.8199999999999985	15.66
H&PC/C.K-06016	17.28	3.05	0.84	1.1199999999999974	22.29
H&PC/CAL-93899	59.51	11.48	5.61	8.280000000000001	84.88
H&PC/CHA-10527	11.74	2.01	0.58	1.679999999999998	16.009999999999998
H&PC/CHA-27911	13.67	2.41	1.22	1.6700000000000017	18.97
H&PC/CHA-36442	9.31	1.48	0.76	0.2599999999999998	11.81
H&PC/CHI-79856	13.3	2.35	0.37	2.2600000000000016	18.28
H&PC/CHO-87877	17.51	3.15	0.9	2.650000000000002	24.21
H&PC/CHO-93228	4.19	0.8	0.34	0.45999999999999996	5.79
H&PC/CIT-37808	11.24	2.05	0.99	0.7400000000000002	15.02
H&PC/CIT-51077	5.09	0.78	0.13	0.4299999999999997	6.43
H&PC/CIT-83180	10.15	1.75	0.21	1.929999999999998	14.04
H&PC/CLI-81614	8.15	1.39	0.38	0.40999999999999837	10.33
H&PC/CLO-64124	2.54	0.41	0.04	0.33999999999999986	3.33
H&PC/CON-54202	11.22	1.95	0.31	1.6199999999999992	15.1
H&PC/COO-38203	20.29	3.76	1.61	1.2900000000000027	26.95
H&PC/COS-06723	2.7	0.46	0.08	0.25	3.49
H&PC/CRE-16035	13.3	2.07	0.76	0.7799999999999976	16.91
H&PC/CUR-54845	15.88	2.64	0.97	2.3800000000000026	21.87
H&PC/DAZ-28313	3.18	0.63	0.24	0.45999999999999996	4.51
H&PC/DEG-84318	1.66	0.28	0.15	0.1200000000000001	2.21
H&PC/DIA-93069	5.23	0.87	0.44	0.10999999999999943	6.65
H&PC/DIG-55983	8.6	1.35	0.11	0.8499999999999996	10.909999999999998
H&PC/DOC-24897	23.48	3.65	1.51	1.0399999999999991	29.68
H&PC/DOC-40604	2.04	0.34	0.1	0.22999999999999998	2.71
H&PC/DOC-81884	9.92	1.82	0.81	0.5	13.05
H&PC/DOC-84454	1.81	0.34	0.12	0.18000000000000016	2.45
H&PC/DOT-19906	4.73	0.9	0.14	0.8999999999999995	6.67
H&PC/DOT-53028	5.92	1.05	0.1	0.8100000000000005	7.88
H&PC/DOV-54354	4.5	0.7	0.32	0.1999999999999993	5.72
H&PC/DR.-19781	3.19	0.51	0.06	0.4099999999999997	4.17
H&PC/DR.-46737	13.95	2.19	1.24	0.5700000000000003	17.95
H&PC/DR.-47922	7.12	1.38	0.47	0.9399999999999995	9.91
H&PC/DR.-67638	2.35	0.43	0.21	0.13999999999999968	3.13
H&PC/DRI-23239	3.72	0.65	0.15	0.21999999999999797	4.739999999999998
H&PC/DUR-13062	4.16	0.77	0.2	0.41000000000000014	5.54
H&PC/DUR-24730	7.46	1.33	0.62	0.20000000000000107	9.61
H&PC/DUR-35127	2.99	0.52	0.22	0.1599999999999997	3.89
H&PC/DUR-89183	2.19	0.37	0.09	0.2200000000000002	2.87
H&PC/DUR-98690	2.23	0.42	0.17	0.25000000000000044	3.0700000000000003
H&PC/ECO-15736	5.54	0.91	0.3	0.589999999999999	7.339999999999999
H&PC/EFF-72562	2.74	0.51	0.24	0.31999999999999984	3.81
H&PC/ELA-27034	3.38	0.52	0.24	0.16000000000000014	4.3
H&PC/EME-12246	25.61	4.51	1.36	2.0	33.48
H&PC/ENE-20664	9.37	1.62	0.75	0.05000000000000071	11.79
H&PC/ENE-26371	4.1	0.75	0.13	0.4400000000000004	5.42
H&PC/ENE-70824	4.61	0.76	0.41	0.3099999999999996	6.09
H&PC/ENS-51641	1.94	0.34	0.04	0.17000000000000037	2.49
H&PC/ENS-93254	7.56	1.32	0.72	0.7800000000000011	10.38
H&PC/EOS-57989	2.51	0.45	0.17	0.30000000000000027	3.43
H&PC/EOS-96420	13.36	2.27	0.3	2.84	18.77
H&PC/EST-79239	3.63	0.69	0.27	0.39000000000000057	4.98
H&PC/FAU-23254	19.15	3.47	0.3	2.7600000000000016	25.68
H&PC/FEM-27604	10.06	1.82	0.52	1.9299999999999997	14.33
H&PC/FER-22660	1.4	0.24	0.04	0.10000000000000009	1.78
H&PC/FIT-28057	2.38	0.42	0.05	0.5300000000000002	3.38
H&PC/FLE-78757	2.61	0.44	0.18	0.1299999999999999	3.36
H&PC/FLI-80670	5.69	0.89	0.42	0.13999999999999968	7.14
H&PC/FLO-24141	4.51	0.81	0.25	0.5199999999999996	6.09
H&PC/FOO-85713	2.26	0.36	0.2	0.1200000000000001	2.94
H&PC/FOR-18715	5.35	0.95	0.47	0.3600000000000003	7.13
H&PC/FOX-10682	11.29	1.86	0.2	2.030000000000003	15.38
H&PC/FRE-76099	3.64	0.63	0.18	0.5899999999999999	5.04
H&PC/FRS-12480	21.63	3.76	1.28	3.169999999999998	29.84
H&PC/FUN-57936	11.08	1.78	0.79	1.1400000000000006	14.79
H&PC/FUN-58200	8.27	1.55	0.46	1.4599999999999973	11.739999999999998
H&PC/GAR-03111	19.41	3.17	0.49	1.4500000000000028	24.52
H&PC/GAR-85843	10.6	1.67	0.56	0.8300000000000001	13.66
H&PC/GAR-91486	92.16	15.13	7.54	6.1200000000000045	120.95
H&PC/GAR-96827	3.31	0.51	0.19	0.129999999999999	4.14
H&PC/GAS-04460	4.62	0.85	0.13	0.6699999999999999	6.27
H&PC/GEN-59987	4.41	0.87	0.17	0.7800000000000002	6.23
H&PC/GIL-05131	1.75	0.29	0.04	0.1200000000000001	2.2
H&PC/GLI-16232	4.63	0.77	0.29	0.27999999999999936	5.97
H&PC/GNC-07968	15.51	2.59	0.38	2.4299999999999997	20.91
H&PC/GNC-41440	3.72	0.64	0.23	0.16999999999999904	4.76
H&PC/HAN-80187	8.29	1.37	0.11	0.9500000000000011	10.72
H&PC/HEA-81744	8.57	1.51	0.29	0.8200000000000003	11.19
H&PC/HER-40002	3.43	0.58	0.3	0.08000000000000007	4.39
H&PC/HER-81716	5.66	0.93	0.18	0.3200000000000003	7.09
H&PC/HOM-09418	20.83	3.61	0.53	3.8500000000000014	28.82
H&PC/I-D-95224	4.02	0.63	0.22	0.2400000000000011	5.11
H&PC/ICE-47504	16.75	3.08	1.16	1.7100000000000009	22.7
H&PC/IMA-00168	5.92	1.02	0.39	0.1299999999999999	7.459999999999999
H&PC/ISA-04092	6.58	1.24	0.43	0.8100000000000005	9.06
H&PC/JAI-40908	14.13	2.57	1.07	1.3900000000000006	19.16
H&PC/JAR-17917	8.73	1.48	0.47	0.3099999999999987	10.99
H&PC/JAR-63428	2.65	0.43	0.12	0.3999999999999999	3.6
H&PC/JET-14192	5.01	0.84	0.39	0.6199999999999992	6.8599999999999985
H&PC/JIN-93937	7.1	1.26	0.28	1.3600000000000012	10.0
H&PC/KAY-83103	3.4	0.56	0.27	0.13999999999999968	4.37
H&PC/KEL-88962	8.14	1.56	0.72	0.8499999999999979	11.27
H&PC/KIN-39724	7.73	1.3	0.43	0.75	10.21
H&PC/KIN-71116	8.92	1.63	0.25	1.2199999999999989	12.02
H&PC/KIR-00673	11.84	2.12	1.14	1.3399999999999963	16.439999999999998
H&PC/KIR-23241	18.03	3.18	1.46	1.0399999999999991	23.71
H&PC/KIR-31072	6.01	1.02	0.46	0.23000000000000043	7.72
H&PC/KIR-44123	13.47	2.45	1.06	1.5500000000000007	18.53
H&PC/KYO-46090	21.69	3.37	1.12	1.0399999999999956	27.22
H&PC/L-A-15243	13.59	2.23	1.18	1.4100000000000001	18.41
H&PC/LAB-71995	4.45	0.8	0.12	0.8099999999999996	6.18
H&PC/LAR-98606	45.88	8.47	0.68	7.490000000000002	62.52
H&PC/LIF-02969	4.18	0.76	0.06	0.8700000000000001	5.869999999999999
H&PC/LIF-05167	5.14	0.96	0.1	1.13	7.329999999999999
H&PC/LIF-37524	2.54	0.41	0.13	0.22999999999999998	3.31
H&PC/LIF-51688	8.62	1.59	0.36	1.7100000000000009	12.28
H&PC/LIF-76749	5.9	0.98	0.2	0.5099999999999989	7.59
H&PC/LOB-09724	10.57	1.83	0.2	1.9800000000000004	14.58
H&PC/LOT-86206	6.94	1.19	0.19	1.4499999999999993	9.77
H&PC/MAG-69979	67.8	12.54	5.9	8.329999999999984	94.57
H&PC/MAR-71861	2.96	0.54	0.22	0.22999999999999998	3.95
H&PC/MAX-13059	11.57	2.06	0.29	1.0500000000000007	14.97
H&PC/MAX-73030	7.2	1.11	0.43	0.3100000000000005	9.05
H&PC/MED-46454	4.7	0.85	0.17	0.5300000000000002	6.25
H&PC/MEL-67972	6.09	1.02	0.45	0.349999999999997	7.909999999999997
H&PC/MEM-12881	2.13	0.38	0.1	0.13000000000000034	2.74
H&PC/MER-00798	4.57	0.72	0.08	0.5800000000000001	5.95
H&PC/MET-20236	7.55	1.28	0.68	0.41000000000000014	9.92
H&PC/MIC-88109	31.11	5.45	1.34	5.529999999999994	43.43
H&PC/MID-08470	2.53	0.41	0.04	0.31000000000000005	3.29
H&PC/MIN-32559	5.99	0.95	0.41	0.18999999999999861	7.539999999999999
H&PC/MIR-10777	6.82	1.11	0.52	0.09999999999999964	8.55
H&PC/MIT-75405	5.67	0.99	0.08	0.6999999999999984	7.439999999999999
H&PC/MOT-59957	11.43	1.74	0.58	0.5999999999999996	14.35
H&PC/MOT-96245	18.59	3.45	0.76	2.710000000000001	25.51
H&PC/MRM-81440	21.05	3.59	1.66	1.009999999999998	27.31
H&PC/N-A-40369	3.64	0.56	0.26	0.1200000000000001	4.58
H&PC/NAT-07349	1.84	0.31	0.16	0.009999999999999787	2.32
H&PC/NAT-15470	4.1	0.66	0.08	0.5699999999999976	5.4099999999999975
H&PC/NAT-25015	6.87	1.07	0.2	0.629999999999999	8.77
H&PC/NAT-31012	1.71	0.31	0.04	0.31999999999999984	2.38
H&PC/NAT-31371	7.89	1.48	0.47	1.0899999999999999	10.93
H&PC/NAT-31835	6.59	1.18	0.48	0.7200000000000006	8.97
H&PC/NAT-35723	12.53	2.03	0.95	0.4800000000000022	15.99
H&PC/NAT-39156	17.2	2.75	0.82	1.1000000000000014	21.87
H&PC/NAT-41791	4.96	0.84	0.23	0.39999999999999947	6.43
H&PC/NAT-49056	1.94	0.34	0.14	0.27	2.69
H&PC/NAT-61268	2.57	0.42	0.04	0.43000000000000016	3.46
H&PC/NAT-62294	2.24	0.4	0.05	0.28000000000000025	2.97
H&PC/NAT-74266	5.66	0.96	0.49	0.2699999999999996	7.38
H&PC/NAT-84195	5.23	0.91	0.35	0.35999999999999943	6.85
H&PC/NAT-87031	7.39	1.45	0.17	1.4100000000000001	10.42
H&PC/NAT-92288	6.17	1.02	0.5	0.5300000000000011	8.22
H&PC/NEO-30222	3.26	0.54	0.17	0.33999999999999986	4.31
H&PC/NEO-44201	5.24	0.88	0.14	1.0300000000000002	7.29
H&PC/NEW-21502	8.51	1.41	0.32	1.1199999999999992	11.36
H&PC/NEW-24987	2.22	0.4	0.16	0.31999999999999984	3.1
H&PC/NEW-31899	3.94	0.66	0.12	0.7000000000000002	5.42
H&PC/NEW-54918	3.94	0.7	0.18	0.1900000000000004	5.01
H&PC/NEW-57234	2.57	0.44	0.06	0.17000000000000037	3.24
H&PC/NEW-93266	17.36	3.19	1.56	1.5	23.61
H&PC/NIV-62338	6.08	0.92	0.18	0.4299999999999988	7.6099999999999985
H&PC/NOR-59978	1.66	0.32	0.1	0.21999999999999975	2.3
H&PC/NOW-02325	3.41	0.6	0.15	0.6499999999999995	4.81
H&PC/NOW-08555	23.34	4.48	2.07	2.269999999999996	32.16
H&PC/NOW-13368	9.69	1.71	0.27	1.3300000000000018	13.0
H&PC/NOW-13370	10.17	1.78	0.32	0.7000000000000011	12.97
H&PC/NOW-15696	2.2	0.37	0.16	0.0699999999999994	2.8
H&PC/NOW-26456	5.19	0.96	0.43	0.4499999999999984	7.0299999999999985
H&PC/NOW-27707	12.81	2.19	1.15	0.5199999999999996	16.669999999999998
H&PC/NOW-30473	12.12	2.04	0.89	0.34999999999999964	15.4
H&PC/NOW-32202	11.53	2.29	0.2	2.379999999999999	16.4
H&PC/NOW-36743	2.8	0.43	0.23	0.06999999999999984	3.53
H&PC/NOW-47367	3.55	0.67	0.28	0.3099999999999996	4.81
H&PC/NOW-53454	10.81	1.99	0.37	1.7599999999999998	14.93
H&PC/NOW-53522	1.91	0.29	0.1	0.0900000000000003	2.39
H&PC/NOW-56367	9.16	1.57	0.63	1.2699999999999996	12.63
H&PC/NOW-58974	11.73	2.12	0.71	1.9699999999999989	16.53
H&PC/NOW-64629	3.14	0.55	0.05	0.3799999999999999	4.12
H&PC/NOW-75172	2.43	0.43	0.05	0.20999999999999996	3.12
H&PC/NOW-84604	2.37	0.45	0.23	0.2999999999999998	3.35
H&PC/NOW-88342	3.67	0.64	0.29	-0.009999999999999787	4.59
H&PC/NOW-88452	21.67	3.8	1.81	1.6999999999999993	28.98
H&PC/NOW-88783	4.93	0.85	0.15	0.4399999999999995	6.369999999999999
H&PC/NOW-90178	11.12	2.06	0.79	1.3400000000000016	15.31
H&PC/NOX-03468	5.34	0.92	0.25	0.8099999999999987	7.3199999999999985
H&PC/NUG-25027	19.87	3.56	1.82	1.8500000000000014	27.1
H&PC/NUG-61125	27.2	5.08	2.16	2.0	36.44
H&PC/NUT-28401	6.69	1.19	0.23	1.3599999999999994	9.47
H&PC/NUT-75786	5.1	0.86	0.3	0.33999999999999986	6.6
H&PC/OFF-21118	7.11	1.26	0.22	1.3899999999999988	9.98
H&PC/OFF-80677	8.71	1.44	0.48	1.25	11.88
H&PC/OKA-40432	1.72	0.32	0.07	0.29000000000000004	2.4
H&PC/OLY-51560	6.36	1.16	0.13	1.4100000000000001	9.06
H&PC/OME-11155	9.51	1.51	0.19	0.8100000000000005	12.02
H&PC/OMR-73272	15.65	2.48	1.06	0.4700000000000024	19.66
H&PC/ONE-41228	4.41	0.82	0.23	0.5699999999999976	6.0299999999999985
H&PC/OPA-85212	4.16	0.71	0.29	0.1899999999999995	5.35
H&PC/ORA-05498	2.46	0.41	0.17	0.08000000000000007	3.12
H&PC/ORG-36841	7.8	1.49	0.16	1.5600000000000005	11.01
H&PC/ORG-94354	2.96	0.53	0.14	0.2599999999999998	3.89
H&PC/ORT-28000	6.71	1.04	0.37	0.3800000000000008	8.5
H&PC/OZE-81399	13.23	2.27	0.33	1.4399999999999995	17.27
H&PC/PED-60435	22.01	4.15	0.7	3.7199999999999953	30.58
H&PC/PED-72206	8.4	1.28	0.59	0.33000000000000007	10.6
H&PC/PEP-80022	9.82	1.75	0.22	1.3299999999999983	13.12
H&PC/PHI-04746	4.14	0.77	0.11	0.6099999999999994	5.63
H&PC/PHI-12653	1.8	0.32	0.08	0.1299999999999999	2.33
H&PC/PHI-40360	11.83	2.2	0.84	0.9899999999999984	15.86
H&PC/PHI-59780	5.07	0.89	0.12	0.41999999999999993	6.5
H&PC/PHI-98124	2.16	0.36	0.11	0.33000000000000007	2.96
H&PC/POL-06920	13.63	2.39	1.08	1.3499999999999979	18.45
H&PC/POW-68909	28.38	5.02	0.37	2.3300000000000054	36.1
H&PC/POW-88845	2.74	0.48	0.22	0.11999999999999966	3.56
H&PC/PRE-14730	7.85	1.36	0.32	1.3100000000000005	10.84
H&PC/PRE-32573	3.94	0.69	0.31	0.08000000000000007	5.02
H&PC/PRO-24592	18.31	3.19	0.97	1.7900000000000027	24.26
H&PC/PRO-83870	1.48	0.24	0.05	0.15999999999999992	1.93
H&PC/PUF-56743	3.53	0.6	0.06	0.4500000000000002	4.64
H&PC/PUR-48004	3.32	0.6	0.12	0.3799999999999999	4.42
H&PC/PUR-49350	2.64	0.48	0.19	0.45999999999999996	3.77
H&PC/PUR-53566	2.88	0.51	0.07	0.5100000000000007	3.97
H&PC/PUR-69903	3.85	0.63	0.23	0.46999999999999886	5.18
H&PC/PYR-88360	3.95	0.7	0.17	0.6699999999999973	5.4899999999999975
H&PC/QUE-85706	85.58	15.73	8.42	11.219999999999999	120.95
H&PC/QUI-46312	8.2	1.5	0.58	1.1100000000000012	11.39
H&PC/QUN-35445	12.52	2.03	1.03	1.0800000000000018	16.66
H&PC/RAI-22998	4.08	0.72	0.11	0.8799999999999999	5.79
H&PC/RAY-04065	15.79	2.78	0.26	1.2099999999999973	20.04
H&PC/RAZ-03641	8.34	1.31	0.32	0.7299999999999986	10.7
H&PC/REA-09630	6.26	1.09	0.59	0.9900000000000002	8.93
H&PC/REA-82109	16.22	2.92	1.45	1.8200000000000003	22.41
H&PC/REM-48989	12.21	2.22	1.16	1.3499999999999996	16.94
H&PC/RES-04809	3.55	0.67	0.2	0.5499999999999998	4.97
H&PC/RES-67924	8.43	1.48	0.75	0.5500000000000007	11.21
H&PC/RES-82571	4.73	0.76	0.09	0.7000000000000002	6.28
H&PC/RLC-05863	6.91	1.3	0.58	0.9199999999999999	9.71
H&PC/ROC-12823	17.16	2.91	0.92	1.5799999999999983	22.57
H&PC/SAG-53899	16.01	2.58	0.64	1.5699999999999967	20.8
H&PC/SAL-05804	10.05	1.76	0.81	0.9499999999999993	13.57
H&PC/SCH-69217	9.05	1.67	0.64	0.6599999999999984	12.02
H&PC/SCO-28837	7.21	1.23	0.64	0.6300000000000008	9.71
H&PC/SEA-21628	2.13	0.39	0.16	0.33999999999999986	3.02
H&PC/SEN-54372	11.01	2.05	0.34	1.2699999999999996	14.669999999999998
H&PC/SHA-44421	7.34	1.21	0.46	0.8899999999999988	9.9
H&PC/SIM-34465	18.27	3.32	1.61	0.7300000000000004	23.93
H&PC/SIN-01157	22.67	3.99	0.9	3.419999999999998	30.98
H&PC/SIN-14090	6.39	1.13	0.36	0.3799999999999999	8.26
H&PC/SIX-34335	21.36	3.71	1.33	2.7600000000000016	29.16
H&PC/SLE-33967	2.22	0.38	0.17	0.06000000000000005	2.83
H&PC/SLI-20953	5.93	0.99	0.37	0.5599999999999996	7.85
H&PC/SLI-82852	6.35	1.13	0.52	0.0600000000000005	8.06
H&PC/SMI-60170	14.29	2.4	1.09	0.5300000000000011	18.31
H&PC/SOA-73033	7.65	1.23	0.47	0.22999999999999865	9.58
H&PC/SOF-59642	6.88	1.17	0.3	0.4499999999999993	8.8
H&PC/SOL-69913	8.51	1.47	0.79	0.5700000000000003	11.34
H&PC/SOU-26042	9.82	1.71	0.26	0.9199999999999999	12.71
H&PC/SOU-54916	19.75	3.43	1.4	1.240000000000002	25.82
H&PC/SOU-80842	3.24	0.63	0.1	0.6099999999999999	4.58
H&PC/SP-91274	1.88	0.32	0.09	0.0900000000000003	2.38
H&PC/SPE-11218	4.5	0.79	0.42	0.45999999999999996	6.17
H&PC/SPE-85856	9.57	1.72	0.51	1.1799999999999997	12.98
H&PC/SPO-41551	18.54	3.29	1.59	1.7300000000000004	25.15
H&PC/SPR-98759	19.55	3.09	1.12	1.6600000000000001	25.42
H&PC/STA-30248	13.14	2.21	0.52	1.8599999999999994	17.73
H&PC/STA-94367	10.98	2.05	0.46	1.9199999999999982	15.41
H&PC/STR-78530	10.48	1.85	0.16	1.209999999999999	13.7
H&PC/SUN-77145	16.11	2.83	0.23	3.4200000000000017	22.59
H&PC/SYM-86642	3.35	0.6	0.28	0.27999999999999936	4.51
H&PC/TEN-22970	4.48	0.8	0.09	0.46999999999999975	5.84
H&PC/TEN-44273	18.66	3.37	0.32	3.5799999999999983	25.93
H&PC/TER-43558	6.2	1.0	0.23	0.6599999999999993	8.09
H&PC/THE-06459	2.78	0.47	0.12	0.45999999999999996	3.83
H&PC/THE-21541	7.29	1.25	0.49	0.9199999999999999	9.95
H&PC/THE-51258	15.23	2.84	0.74	1.8300000000000018	20.64
H&PC/THO-06731	4.0	0.74	0.34	0.29000000000000004	5.37
H&PC/THO-07333	5.87	0.98	0.48	0.5199999999999996	7.85
H&PC/THR-09889	1.56	0.27	0.02	0.33000000000000007	2.18
H&PC/TIN-42506	2.91	0.53	0.14	0.2199999999999993	3.8
H&PC/TOO-59743	2.23	0.42	0.18	0.27	3.1
H&PC/TOR-78048	3.7	0.63	0.06	0.6799999999999988	5.0699999999999985
H&PC/TRU-55548	37.18	6.32	0.5	3.770000000000003	47.77
H&PC/TUM-52587	3.8	0.66	0.2	0.5499999999999998	5.21
H&PC/TWI-12837	2.15	0.41	0.15	0.33999999999999986	3.05
H&PC/TWI-22533	9.36	1.65	0.15	0.9800000000000004	12.14
H&PC/TWI-45846	2.61	0.42	0.11	0.1900000000000004	3.33
H&PC/TYL-78296	2.27	0.41	0.13	0.29000000000000004	3.1
H&PC/ULT-64807	9.67	1.64	0.87	0.7599999999999998	12.94
H&PC/USP-60507	2.75	0.48	0.19	0.25	3.67
H&PC/VEC-81430	12.93	1.96	0.44	0.9700000000000006	16.3
H&PC/VER-14835	20.97	3.93	1.09	2.0700000000000003	28.06
H&PC/VER-66799	28.42	4.57	1.7	1.4299999999999926	36.12
H&PC/VIB-56252	1.51	0.28	0.03	0.21999999999999997	2.04
H&PC/VIC-37504	18.36	3.22	0.98	3.1300000000000026	25.69
H&PC/VIT-30414	3.23	0.54	0.08	0.24999999999999956	4.1
H&PC/VIT-63733	9.89	1.53	0.55	0.5399999999999991	12.51
H&PC/VIT-79923	10.98	1.82	0.44	1.6899999999999995	14.93
H&PC/VIV-76923	10.82	1.89	0.48	0.9299999999999979	14.12
H&PC/VIV-92269	19.18	3.31	0.98	2.3500000000000014	25.82
